2025-04-28 09:38:49,HUDCO,224.4
2025-04-28 09:38:49,MSTCLTD,533.85
2025-04-28 09:38:49,IRFC,129.24
2025-04-28 09:40:53,BEL,303.2
2025-04-28 09:40:53,BHEL,225.5
2025-04-28 09:40:53,ONGC,249.38
2025-04-28 09:40:53,NLCINDIA,240.3
2025-04-28 09:40:53,GAIL,188.47
2025-04-28 09:40:53,NTPC,359.6
2025-04-28 09:40:53,POWERGRID,308.0
2025-04-28 09:40:53,RECLTD,426.1
2025-04-28 09:40:53,NHPC,86.22
2025-04-28 09:40:53,SJVN,96.94
2025-04-28 09:40:53,COALINDIA,395.55
2025-04-28 09:40:53,MOIL,318.8
2025-04-28 09:40:53,NBCC,96.15
2025-04-28 09:40:53,HUDCO,224.05
2025-04-28 09:40:53,MSTCLTD,534.0
2025-04-28 09:40:53,IRFC,128.86
2025-04-28 10:48:21,BEL,305.15
2025-04-28 10:48:21,BHEL,227.18
2025-04-28 10:48:21,ONGC,249.47
2025-04-28 10:48:21,NLCINDIA,239.55
2025-04-28 10:48:21,GAIL,188.49
2025-04-28 10:48:21,NTPC,361.5
2025-04-28 10:48:21,POWERGRID,309.9
2025-04-28 10:48:21,RECLTD,427.75
2025-04-28 10:48:21,NHPC,86.24
2025-04-28 10:48:21,SJVN,96.9
2025-04-28 10:48:21,COALINDIA,396.75
2025-04-28 10:48:21,MOIL,319.25
2025-04-28 10:48:21,NBCC,95.99
2025-04-28 10:48:21,HUDCO,224.01
2025-04-28 10:48:21,MSTCLTD,528.35
2025-04-28 10:48:21,IRFC,128.64
2025-04-28 10:57:43,BEL,306.0
2025-04-28 10:57:43,BHEL,227.44
2025-04-28 10:57:43,ONGC,249.76
2025-04-28 10:57:43,NLCINDIA,239.98
2025-04-28 10:57:43,GAIL,188.9
2025-04-28 10:57:43,NTPC,362.0
2025-04-28 10:57:43,POWERGRID,310.35
2025-04-28 10:57:43,RECLTD,428.5
2025-04-28 10:57:43,NHPC,86.33
2025-04-28 10:57:43,SJVN,97.02
2025-04-28 10:57:43,COALINDIA,397.15
2025-04-28 10:57:43,MOIL,320.0
2025-04-28 10:57:43,NBCC,96.18
2025-04-28 10:57:43,HUDCO,224.24
2025-04-28 10:57:43,MSTCLTD,530.6
2025-04-28 10:57:43,IRFC,129.06
2025-04-29 09:35:00,BEL,313.05
2025-04-29 09:35:00,BHEL,233.13
2025-04-29 09:35:00,ONGC,251.16
2025-04-29 09:35:00,NLCINDIA,241.23
2025-04-29 09:35:00,GAIL,192.41
2025-04-29 09:35:00,NTPC,363.15
2025-04-29 09:35:00,POWERGRID,307.4
2025-04-29 09:35:00,RECLTD,439.25
2025-04-29 09:35:00,NHPC,87.74
2025-04-29 09:35:00,SJVN,99.47
2025-04-29 09:35:00,COALINDIA,399.65
2025-04-29 09:35:00,MOIL,326.9
2025-04-29 09:35:00,NBCC,99.71
2025-04-29 09:35:00,HUDCO,229.32
2025-04-29 09:35:00,MSTCLTD,542.4
2025-04-29 09:35:00,IRFC,129.34
2025-04-29 09:38:48,BEL,313.3
2025-04-29 09:38:48,BHEL,233.98
2025-04-29 09:38:48,ONGC,250.76
2025-04-29 09:38:48,NLCINDIA,240.78
2025-04-29 09:38:48,GAIL,192.31
2025-04-29 09:38:48,NTPC,362.25
2025-04-29 09:38:48,POWERGRID,306.75
2025-04-29 09:38:48,RECLTD,437.65
2025-04-29 09:38:48,NHPC,87.8
2025-04-29 09:38:48,SJVN,99.13
2025-04-29 09:38:48,COALINDIA,398.5
2025-04-29 09:38:48,MOIL,326.0
2025-04-29 09:38:48,NBCC,99.51
2025-04-29 09:38:48,HUDCO,229.0
2025-04-29 09:38:48,MSTCLTD,539.15
2025-04-29 09:38:48,IRFC,129.1
