dhanClientId,orderId,exchangeOrderId,exchangeTradeId,transactionType,exchangeSegment,productType,orderType,tradingSymbol,customSymbol,securityId,tradedQuantity,tradedPrice,createTime,updateTime,exchangeTime,drvExpiryDate,drvOptionType,drvStrikePrice,fetched_at
1106857359,4125072321594,1100000029771966,203530631,BUY,NSE_EQ,CNC,LIMIT,INDHOTEL,,1512,1,749.4,2025-07-23 11:18:33,2025-07-23 11:18:33,2025-07-23 11:18:33,0001-01-01,NA,0.0,2025-07-23 13:59:12
1106857359,5125072321404,1100000045055753,205225802,BUY,NSE_EQ,CNC,LIMIT,IOC,,1624,2,151.59,2025-07-23 13:01:11,2025-07-23 13:01:11,2025-07-23 13:01:11,0001-01-01,NA,0.0,2025-07-23 13:59:12
1106857359,9125072323654,1100000032997871,203903213,SELL,NSE_EQ,CNC,MARKET,INDHOTEL,,1512,1,747.95,2025-07-23 11:40:16,2025-07-23 11:40:16,2025-07-23 11:40:16,0001-01-01,NA,0.0,2025-07-23 13:59:12
