dhanClientId,orderId,exchangeOrderId,correlationId,orderStatus,transactionType,exchangeSegment,productType,orderType,validity,tradingSymbol,securityId,quantity,disclosedQuantity,price,triggerPrice,afterMarketOrder,boProfitValue,boStopLossValue,legName,createTime,updateTime,exchangeTime,drvExpiryDate,drvOptionType,drvStrikePrice,omsErrorCode,omsErrorDescription,algoId,remainingQuantity,averageTradedPrice,filledQty,fetched_at
1106857359,7125071022734,1200000030803609,1106857359-1752126301361,REJECTED,BUY,NSE_EQ,CNC,LIMIT,DAY,NESTLEIND,17963,2,0,2425.35,0.0,False,0.0,0.0,NA,2025-07-10 11:15:01,2025-07-10 11:15:01,1980-01-01 00:00:00,0001-01-01,NA,0.0,16283,EXCH:16283:The order price is not multiple of the tick size.,0,2,0.0,0,2025-07-10 11:39:12
