SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,E,14657,EQUITY,0,INSECTICID,1,Insecticides,,,,5,NA,ES,EQ,INSECTICIDES (I) LTD
NSE,E,14667,EQUITY,0,KMSUGAR,1,KM Sugar Mills,,,,1,NA,ES,EQ,K M SUGAR MILLS LTD
NSE,E,1467,EQUITY,0,AKZOINDIA,1,Akzo Nobel,,,,10,NA,ES,EQ,AKZO NOBEL INDIA LIMITED
NSE,E,14672,EQUITY,0,NAVINFLUOR,1,Navin Fluorine International,,,,10,NA,ES,EQ,NAVIN FLUORINE INT. LTD
NSE,E,14677,EQUITY,0,GUJAPOLLO,1,Gujarat Apollo Industries,,,,5,NA,ES,EQ,GUJ. APOLLO IND. LTD.
NSE,E,14687,EQUITY,0,GOACARBON,1,Goa Carbon,,,,5,NA,ES,EQ,GOA CARBON LIMITED
NSE,E,14702,EQUITY,0,NAGREEKEXP,1,Nagreeka Exports,,,,1,NA,ES,EQ,NAGREEKA EXPORTS LTD.
NSE,E,14707,EQUITY,0,TIMETECHNO,1,Time Technoplast,,,,5,NA,ES,EQ,TIME TECHNOPLAST LTD.
NSE,E,14712,EQUITY,0,HGS,1,Hinduja Global Solutions,,,,5,NA,ES,EQ,HINDUJA GLOBAL SOLS. LTD.
NSE,E,14732,EQUITY,0,DLF,1,DLF,,,,5,NA,ES,EQ,DLF LIMITED
NSE,E,14742,EQUITY,0,AXSENSEX,1,Axis Ssensex ETF,,,,1,NA,ETF,EQ,AXISAMC - AXSENSEX
NSE,E,14745,EQUITY,0,ADVANIHOTR,1,Advani Hotels & Resorts,,,,1,NA,ES,EQ,ADVANI HOT.& RES.(I) LTD
NSE,E,14747,EQUITY,0,011NSETEST,1,011NSETEST,,,,5,NA,Other,EQ,011NSETEST
NSE,E,14751,EQUITY,0,021NSETEST,1,021NSETEST,,,,5,NA,Other,EQ,021NSETEST
NSE,E,14753,EQUITY,0,031NSETEST,1,031NSETEST,,,,5,NA,Other,EQ,031NSETEST
NSE,E,14755,EQUITY,0,041NSETEST,1,041NSETEST,,,,5,NA,Other,EQ,041NSETEST
NSE,E,14758,EQUITY,0,051NSETEST,1,051NSETEST,,,,5,NA,Other,EQ,051NSETEST
NSE,E,1476,EQUITY,0,IDBI,1,IDBI Bank,,,,1,NA,ES,EQ,IDBI BANK LIMITED
NSE,E,14761,EQUITY,0,NELCAST,1,Nelcast,,,,1,NA,ES,EQ,NELCAST LIMITED
NSE,E,14762,EQUITY,0,061NSETEST,1,061NSETEST,,,,5,NA,Other,EQ,061NSETEST
NSE,E,14764,EQUITY,0,071NSETEST,1,071NSETEST,,,,5,NA,Other,EQ,071NSETEST
NSE,E,14767,EQUITY,0,081NSETEST,1,081NSETEST,,,,5,NA,Other,EQ,081NSETEST
NSE,E,14769,EQUITY,0,091NSETEST,1,091NSETEST,,,,5,NA,Other,EQ,091NSETEST
NSE,E,14771,EQUITY,0,TARMAT,1,Tarmat,,,,1,NA,ES,EQ,TARMAT LIMITED
NSE,E,14772,EQUITY,0,101NSETEST,1,101NSETEST,,,,5,NA,Other,EQ,101NSETEST
NSE,E,14774,EQUITY,0,111NSETEST,1,111NSETEST,,,,5,NA,Other,EQ,111NSETEST
NSE,E,14777,EQUITY,0,121NSETEST,1,121NSETEST,,,,5,NA,Other,EQ,121NSETEST
NSE,E,14778,EQUITY,0,131NSETEST,1,131NSETEST,,,,5,NA,Other,EQ,131NSETEST
NSE,E,14781,EQUITY,0,141NSETEST,1,141NSETEST,,,,5,NA,Other,EQ,141NSETEST
NSE,E,14782,EQUITY,0,151NSETEST,1,151NSETEST,,,,5,NA,Other,EQ,151NSETEST
NSE,E,14784,EQUITY,0,161NSETEST,1,161NSETEST,,,,5,NA,Other,EQ,161NSETEST
NSE,E,14786,EQUITY,0,LOWVOL,1,Mirae Asset Nifty 100 Low Vol 30 ETF,,,,1,NA,ETF,EQ,MIRAEAMC - MANV30F
NSE,E,14788,EQUITY,0,SPARC,1,Sun Pharma Advanced Research Co,,,,1,NA,ES,EQ,SUN PHARMA ADV.RES.CO.LTD
NSE,E,1480,EQUITY,0,REPL,1,Rudrabhishek Enterprises,,,,1,NA,ES,EQ,RUDRABHISHEK ENTERP LTD
NSE,E,14813,EQUITY,0,ADSL,1,Allied Digital Services,,,,1,NA,ES,EQ,ALLIED DIGITAL SERV. LTD
NSE,E,1482,EQUITY,0,IFBAGRO,1,IFB Agro Industries,,,,5,NA,ES,EQ,IFB AGRO INDUSTRIES LTD
NSE,E,14838,EQUITY,0,DECCANCE,1,Deccan Cements,,,,5,NA,ES,EQ,DECCAN CEMENTS LIMITED
NSE,E,14848,EQUITY,0,ALPA,1,Alpa Laboratories,,,,1,NA,ES,EQ,ALPA LABORATORIES LTD
NSE,E,1485,EQUITY,0,IFBIND,1,IFB Industries,,,,10,NA,ES,EQ,IFB INDUSTRIES LTD
NSE,E,14853,EQUITY,0,OMAXE,1,Omaxe,,,,1,NA,ES,EQ,OMAXE LIMITED
NSE,E,14858,EQUITY,0,GOLD1,1,Kotak Gold ETF,,,,1,NA,ETF,EQ,KOTAK GOLD ETF
NSE,E,14871,EQUITY,0,USK,1,Udayshivkumar Infra,,,,1,NA,ES,EQ,UDAYSHIVAKUMAR INFRA LTD
NSE,E,14889,EQUITY,0,ASIANTILES,1,Asian Granito,,,,1,NA,ES,EQ,ASIAN GRANITO IND. LTD.
NSE,E,14894,EQUITY,0,CENTRALBK,1,Central Bank of India,,,,1,NA,ES,EQ,CENTRAL BANK OF INDIA
NSE,E,14900,EQUITY,0,SAHYADRI,1,Sahyadri Industries,,,,5,NA,ES,EQ,SAHYADRI INDUSTRIES LTD
NSE,E,14908,EQUITY,0,KDDL,1,KDDL,,,,10,NA,ES,EQ,KDDL LIMITED
NSE,E,1491,EQUITY,0,IFCI,1,IFCI,,,,1,NA,ES,EQ,IFCI LTD
NSE,E,14912,EQUITY,0,KPRMILL,1,KPR Mill,,,,5,NA,ES,EQ,KPR MILL LTD.
NSE,E,14922,EQUITY,0,PURVA,1,Puravankara,,,,1,NA,ES,EQ,PURAVANKARA LIMITED
NSE,E,14924,EQUITY,0,LAL,1,Lorenzini Apparels,,,,1,NA,ES,EQ,LORENZINI APPARELS LTD
NSE,E,14937,EQUITY,0,CIEINDIA,1,CIE Automotive,,,,5,NA,ES,EQ,CIE AUTOMOTIVE INDIA LTD
NSE,E,14938,EQUITY,0,GSEC10YEAR,1,Mirae Asset Nifty 8-13 Year G-Sec ETF,,,,1,NA,ETF,EQ,MIRAEAMC - MAGS813ETF
NSE,E,1494,EQUITY,0,RBA,1,Restaurant Brand Asia (Burger King),,,,1,NA,ES,EQ,RESTAURANT BRAND ASIA LTD
NSE,E,14942,EQUITY,0,NAGREEKCAP,1,Nagreeka Capital & Infrastructure,,,,1,NA,ES,EQ,NAGREEKA CAP & INFR.LTD
NSE,E,14947,EQUITY,0,MOTILALOFS,1,Motilal Oswal Financial Services,,,,5,NA,ES,EQ,MOTILAL OSWAL FIN LTD
NSE,E,14952,EQUITY,0,INDOWIND,1,Indowind Energy,,,,1,NA,ES,EQ,INDOWIND ENERGY LTD
NSE,E,14957,EQUITY,0,MAGNUM,1,Magnum Ventures,,,,1,NA,ES,EQ,MAGNUM VENTURES LTD.
NSE,E,14966,EQUITY,0,CSBBANK,1,CSB Bank,,,,5,NA,ES,EQ,CSB BANK LIMITED
NSE,E,1497,EQUITY,0,SHIVAMILLS,1,Shiva Mills,,,,1,NA,ES,EQ,SHIVA MILLS LIMITED
NSE,E,14972,EQUITY,0,KSCL,1,Kaveri Seed Company,,,,10,NA,ES,EQ,KAVERI SEED CO. LTD.
NSE,E,14977,EQUITY,0,POWERGRID,1,Power Grid Corporation of India,,,,5,NA,ES,EQ,POWER GRID CORP. LTD.
NSE,E,14982,EQUITY,0,CENTUM,1,Centum Electronics,,,,10,NA,ES,EQ,CENTUM ELECTRONICS LTD
NSE,E,14992,EQUITY,0,CCCL,1,Consolidated Construction,,,,1,NA,ES,EQ,CONS. CONST. CONSORT LTD
NSE,E,15007,EQUITY,0,MANGCHEFER,1,Mangalore Chemicals & Fertilizers,,,,1,NA,ES,EQ,MANG.CHEM.FERT.LTD
NSE,E,15017,EQUITY,0,MAANALU,1,Maan Aluminium,,,,1,NA,ES,EQ,MAAN ALUMINIUM LIMITED
NSE,E,15032,EQUITY,0,PSUBNKBEES,1,Nippon Nifty PSU Bank ETF (PSUBNKBEES),,,,1,NA,ETF,EQ,NIP IND ETF PSU BANK BEES
NSE,E,15034,EQUITY,0,BAJAJELEC,1,Bajaj Electricals,,,,5,NA,ES,EQ,BAJAJ ELECT.LTD
NSE,E,15039,EQUITY,0,CERA,1,Cera Sanitaryware,,,,50,NA,ES,EQ,CERA SANITARYWARE LTD
NSE,E,15044,EQUITY,0,DELTACORP,1,Delta Corp,,,,1,NA,ES,EQ,DELTA CORP LIMITED
NSE,E,15049,EQUITY,0,ENERGYDEV,1,Energy Development Company,,,,1,NA,ES,EQ,ENERGY DEVE. CO.LTD
NSE,E,15058,EQUITY,0,AVALON,1,Avalon Technologies,,,,5,NA,ES,EQ,AVALON TECHNOLOGIES LTD
NSE,E,15061,EQUITY,0,PSUBANK,1,Kotak Nifty PSU Bank ETF,,,,1,NA,ETF,EQ,KOTAK PSU BANK
NSE,E,15067,EQUITY,0,BLAL,1,BEML Land Assets,,,,1,NA,ES,EQ,BEML LAND ASSETS LIMITED
NSE,E,15068,EQUITY,0,RELIGARE,1,Religare Enterprises,,,,1,NA,ES,EQ,RELIGARE ENTER. LTD.
NSE,E,1507,EQUITY,0,MOGSEC,1,Motilal Oswal 5 Year G-Sec ETF,,,,1,NA,ETF,EQ,MOTILALAMC - G5
NSE,E,15073,EQUITY,0,BVCL,1,Barak Valley Cements,,,,1,NA,ES,EQ,BARAK VALLEY CEM. LTD.
NSE,E,1508,EQUITY,0,ASTERDM,1,Aster DM Healthcare,,,,5,NA,ES,EQ,ASTER DM HEALTHCARE LTD.
NSE,E,15083,EQUITY,0,ADANIPORTS,1,Adani Ports & SEZ,,,,10,NA,ES,EQ,ADANI PORT & SEZ LTD
NSE,E,15085,EQUITY,0,SILVERETF,1,UTI Silver ETF,,,,1,NA,ETF,EQ,UTIAMC - SILVERETF
NSE,E,15119,EQUITY,0,EDELWEISS,1,Edelweiss Financial Services,,,,1,NA,ES,EQ,EDELWEISS FIN SERV LTD
NSE,E,1512,EQUITY,0,INDHOTEL,1,Indian Hotels Company,,,,5,NA,ES,EQ,THE INDIAN HOTELS CO. LTD
NSE,E,15121,EQUITY,0,SVLL,1,Shree Vasu Logistics,,,,5,NA,ES,EQ,SHREE VASU LOGISTICS LTD
NSE,E,15124,EQUITY,0,KOLTEPATIL,1,Kolte Patil Developers,,,,5,NA,ES,EQ,KOLTE PATIL DEV. LTD.
NSE,E,15129,EQUITY,0,RGL,1,Renaissance Jewellery,,,,1,NA,ES,EQ,RENAISSANCE GLOBAL LTD
NSE,E,15136,EQUITY,0,KAUSHALYA,1,Kaushalya Infrastructure,,,,5,NA,ES,EQ,KAUSHALYA INFRA DEV LTD.
NSE,E,15141,EQUITY,0,COLPAL,1,Colgate Palmolive,,,,10,NA,ES,EQ,COLGATE PALMOLIVE LTD.
NSE,E,15146,EQUITY,0,JYOTHYLAB,1,Jyothy Laboratories,,,,5,NA,ES,EQ,JYOTHY LABS LIMITED
NSE,E,1515,EQUITY,0,INDIACEM,1,India Cements,,,,5,NA,ES,EQ,THE INDIA CEMENTS LIMITED
NSE,E,15151,EQUITY,0,MADHAV,1,Madhav Marble & Granites,,,,1,NA,ES,EQ,MADHAV MARBLE & GRANITE
NSE,E,15157,EQUITY,0,RHL,1,Robust Hotels,,,,1,NA,ES,EQ,ROBUST HOTELS LIMITED
NSE,E,15161,EQUITY,0,HITECHCORP,1,Hitech Corporation,,,,1,NA,ES,EQ,HITECH CORPORATION LTD
NSE,E,15174,EQUITY,0,TARIL,1,Transformers & Rectifiers,,,,5,NA,ES,EQ,TRANS & RECTI. LTD
NSE,E,15179,EQUITY,0,ECLERX,1,eClerx Services,,,,10,NA,ES,EQ,ECLERX SERVICES LTD
NSE,E,15180,EQUITY,0,KIRLPNU,1,Kirloskar Pneumatic Company,,,,10,NA,ES,EQ,KIRLOSKAR PNEUMATIC COM L
NSE,E,15184,EQUITY,0,BRIGADE,1,Brigade Enterprises,,,,10,NA,ES,EQ,BRIGADE ENTER. LTD
NSE,E,15199,EQUITY,0,MANAKSIA,1,Manaksia,,,,1,NA,ES,EQ,MANAKSIA LTD.
NSE,E,15204,EQUITY,0,ARIES,1,Aries Agro,,,,5,NA,ES,EQ,ARIES AGRO LTD.
NSE,E,15209,EQUITY,0,PPAP,1,PPAP Automotive,,,,1,NA,ES,EQ,PPAP AUTOMOTIVE LIMITED
NSE,E,1521,EQUITY,0,INDIAGLYCO,1,India Glycols,,,,10,NA,ES,EQ,INDIA GLYCOLS LTD
NSE,E,15214,EQUITY,0,DVL,1,Dhunseri Ventures,,,,5,NA,ES,EQ,DHUNSERI VENTURES LIMITED
NSE,E,15219,EQUITY,0,PATINTLOG,1,Patel Integrated Logistic,,,,1,NA,ES,EQ,PATEL INT. LOG. LTD
NSE,E,15228,EQUITY,0,UJJIVANSFB,1,Ujjivan Small Finance Bank,,,,1,NA,ES,EQ,UJJIVAN SMALL FINANC BANK
NSE,E,15229,EQUITY,0,LICNFNHGP,1,LIC Nifty 100 ETF,,,,1,NA,ETF,EQ,LICNAMC - LICNFNHGP
NSE,E,15234,EQUITY,0,AMBIKCO,1,Ambika Cotton Mill,,,,10,NA,ES,EQ,AMBIKA COTTON MILL LTD.
NSE,E,15254,EQUITY,0,CEATLTD,1,CEAT,,,,10,NA,ES,EQ,CEAT LIMITED
NSE,E,15259,EQUITY,0,RPOWER,1,Reliance Power,,,,1,NA,ES,EQ,RELIANCE POWER LTD.
NSE,E,15266,EQUITY,0,JKIL,1,J Kumar Infraprojects,,,,5,NA,ES,EQ,JKUMAR INFR.LTD.
NSE,E,15271,EQUITY,0,CORDSCABLE,1,Cords Cable Industries,,,,1,NA,ES,EQ,CORDS CABLE INDUS LTD.
NSE,E,15278,EQUITY,0,ONMOBILE,1,OnMobile Global,,,,1,NA,ES,EQ,ONMOBILE GLOBAL LTD.
NSE,E,15283,EQUITY,0,KNRCON,1,KNR Constructions,,,,1,NA,ES,EQ,KNR CONSTRU LTD.
NSE,E,15288,EQUITY,0,HERCULES,1,Hercules Hoists,,,,1,NA,ES,EQ,HERCULES HOI. LTD.
NSE,E,15295,EQUITY,0,VIRINCHI,1,Virinchi,,,,1,NA,ES,EQ,VIRINCHI LIMITED
NSE,E,1530,EQUITY,0,INDIANHUME,1,Indian Hume Pipe,,,,5,NA,ES,EQ,INDIAN HUME PIPE CO. LTD.
NSE,E,15303,EQUITY,0,BANG,1,Bang Overseas,,,,1,NA,ES,EQ,BANG OVERSEAS LTD.
NSE,E,15308,EQUITY,0,SEPC,1,SEPC,,,,1,NA,ES,EQ,SEPC LIMITED
NSE,E,15313,EQUITY,0,IRB,1,IRB Infrastructure Developers,,,,1,NA,ES,EQ,IRB INFRA DEV LTD.
NSE,E,15330,EQUITY,0,QGOLDHALF,1,Quantum Gold ETF,,,,1,NA,ETF,EQ,QUANTUM GOLD FUND
NSE,E,15332,EQUITY,0,NMDC,1,NMDC,,,,1,NA,ES,EQ,NMDC LTD.
NSE,E,15337,EQUITY,0,RAIN,1,Rain Industries,,,,1,NA,ES,EQ,RAIN INDUSTRIES LIMITED
NSE,E,15342,EQUITY,0,SHALPAINTS,1,Shalimar Paints,,,,1,NA,ES,EQ,SHALIM PAINTS LTD
NSE,E,15347,EQUITY,0,GSS,1,GSS Infotech,,,,1,NA,ES,EQ,GSS INFOTECH LIMITED
NSE,E,15355,EQUITY,0,RECLTD,1,REC,,,,5,NA,ES,EQ,REC LIMITED
NSE,E,15356,EQUITY,0,GOLDETFADD,1,DSP Gold ETF,,,,1,NA,ETF,EQ,DSPAMC - DSPGOLDETF
NSE,E,15360,EQUITY,0,NAHARCAP,1,Nahar Capital & Financial Services,,,,5,NA,ES,EQ,NAHAR CAP & FIN.
NSE,E,15362,EQUITY,0,VGUARD,1,V-Guard Industries,,,,5,NA,ES,EQ,V-GUARD IND LTD.
NSE,E,15380,EQUITY,0,MANKIND,1,Mankind Pharma,,,,10,NA,ES,EQ,MANKIND PHARMA LIMITED
NSE,E,15384,EQUITY,0,DHANI,1,Dhani Services,,,,1,NA,ES,EQ,DHANI SERVICES LIMITED
NSE,E,15391,EQUITY,0,RACE,1,Race Eco Chain,,,,5,NA,ES,EQ,RACE ECO CHAIN LIMITED
NSE,E,15399,EQUITY,0,EIHAHOTELS,1,EIH Associated Hotels,,,,5,NA,ES,EQ,EIH ASSOCIATED HOTELS LTD
NSE,E,154,EQUITY,0,APCOTEXIND,1,Apcotex Industries,,,,5,NA,ES,EQ,APCOTEX INDUSTRIES LIMITE
NSE,E,15404,EQUITY,0,ATAM,1,Atam Valves,,,,1,NA,ES,EQ,ATAM VALVES LIMITED
NSE,E,15409,EQUITY,0,NESCO,1,Nesco,,,,5,NA,ES,EQ,NESCO LTD.
NSE,E,15414,EQUITY,0,TITAGARH,1,Titagarh Rail Systems,,,,5,NA,ES,EQ,TITAGARH RAIL SYSTEMS LTD
NSE,E,15419,EQUITY,0,DPSCLTD,1,DPSC,,,,1,NA,ES,EQ,DPSC LIMITED
NSE,E,15420,EQUITY,0,ACL,1,Andhra Cements,,,,1,NA,ES,EQ,ANDHRA CEMENTS LIMITED
NSE,E,1547,EQUITY,0,RKEC,1,RKEC Projects,,,,1,NA,ES,EQ,RKEC PROJECTS LIMITED
NSE,E,15555,EQUITY,0,HCG,1,Healthcare Global Enterprises,,,,5,NA,ES,EQ,HEALTHCARE GLOB. ENT. LTD
NSE,E,15649,EQUITY,0,ATALREAL,1,Atal Realtech,,,,1,NA,ES,EQ,ATAL REALTECH LIMITED
NSE,E,1565,EQUITY,0,RVHL,1,Ravinder Heights,,,,1,NA,ES,EQ,RAVINDER HEIGHTS LIMITED
NSE,E,157,EQUITY,0,APOLLOHOSP,1,Apollo Hospitals,,,,50,NA,ES,EQ,APOLLO HOSPITALS ENTER. L
NSE,E,1570,EQUITY,0,GMMPFAUDLR,1,GMM Pfaudler,,,,10,NA,ES,EQ,GMM PFAUDLER LIMITED
NSE,E,1576,EQUITY,0,GILLETTE,1,Gillette,,,,50,NA,ES,EQ,GILLETTE INDIA LTD
NSE,E,1581,EQUITY,0,TARC,1,TARC,,,,1,NA,ES,EQ,TARC LIMITED
NSE,E,15883,EQUITY,0,HINDWAREAP,1,Hindware Home Innovation,,,,1,NA,ES,EQ,HINDWARE HME INOVATON LTD
NSE,E,1593,EQUITY,0,MGEL,1,Mangalam Global Enterprise,,,,1,NA,ES,EQ,MANGALAM GLOBAL ENT LTD
NSE,E,1594,EQUITY,0,INFY,1,Infosys,,,,10,NA,ES,EQ,INFOSYS LIMITED
NSE,E,1597,EQUITY,0,INGERRAND,1,Ingersoll Rand,,,,10,NA,ES,EQ,INGERSOLL-RAND INDIA LTD
NSE,E,16045,EQUITY,0,PRINCEPIPE,1,Prince Pipes & Fittings,,,,5,NA,ES,EQ,PRINCE PIPES FITTINGS LTD
NSE,E,1607,EQUITY,0,GODHA,1,Godha Cabcon & Insulation,,,,1,NA,ES,EQ,GODHA CABCON INSULAT LTD
NSE,E,16123,EQUITY,0,BHARATWIRE,1,Bharat Wire Ropes,,,,1,NA,ES,EQ,BHARAT WIRE ROPES LTD.
NSE,E,1614,EQUITY,0,FAIRCHEMOR,1,Fairchem Organics,,,,5,NA,ES,EQ,FAIRCHEM ORGANICS LIMITED
NSE,E,16192,EQUITY,0,PAVNAIND,1,Pavna Industries,,,,5,NA,ES,EQ,PAVNA INDUSTRIES LIMITED
NSE,E,1621,EQUITY,0,TATAINVEST,1,Tata Investment Corporation,,,,50,NA,ES,EQ,TATA INVESTMENT CORP LTD
NSE,E,1624,EQUITY,0,IOC,1,Indian Oil Corporation,,,,1,NA,ES,EQ,INDIAN OIL CORP LTD
NSE,E,16249,EQUITY,0,INFIBEAM,1,Infibeam Avenues,,,,1,NA,ES,EQ,INFIBEAM AVENUES LIMITED
NSE,E,16253,EQUITY,0,EBBETF0430,1,Edelweiss Bharat Bond April 2030 ETF,,,,1,NA,ETF,EQ,EDELAMC - EBBETF0430
NSE,E,1627,EQUITY,0,LINDEINDIA,1,Linde,,,,50,NA,ES,EQ,LINDE INDIA LIMITED
NSE,E,1628,EQUITY,0,BECTORFOOD,1,Mrs. Bectors Food,,,,10,NA,ES,EQ,MRS BECTORS FOOD SPE LTD
NSE,E,163,EQUITY,0,APOLLOTYRE,1,Apollo Tyres,,,,5,NA,ES,EQ,APOLLO TYRES LTD
NSE,E,1630,EQUITY,0,IONEXCHANG,1,Ion Exchange,,,,5,NA,ES,EQ,ION EXCHANGE (INDIA) LTD
NSE,E,1633,EQUITY,0,IPCALAB,1,IPCA Laboratories,,,,10,NA,ES,EQ,IPCA LABORATORIES LTD
NSE,E,16395,EQUITY,0,MMP,1,Mmp Industries,,,,1,NA,ES,EQ,MMP INDUSTRIES LIMITED
NSE,E,16589,EQUITY,0,VAISHALI,1,Vaishali Pharma,,,,1,NA,ES,EQ,VAISHALI PHARMA LIMITED
NSE,E,166,EQUITY,0,ANDHRAPAP,1,Andhra Paper,,,,1,NA,ES,EQ,ANDHRA PAPER LIMITED
NSE,E,1660,EQUITY,0,ITC,1,ITC,,,,5,NA,ES,EQ,ITC LTD
NSE,E,1663,EQUITY,0,SUNDROP,1,Sundrop Brands,,,,5,NA,ES,EQ,SUNDROP BRANDS LIMITED
NSE,E,16639,EQUITY,0,KIRIINDUS,1,Kiri Industries,,,,5,NA,ES,EQ,KIRI INDUSTRIES LIMITED
NSE,E,16658,EQUITY,0,SIGMA,1,Sigma Solve,,,,5,NA,ES,EQ,SIGMA SOLVE LIMITED
NSE,E,16669,EQUITY,0,BAJAJ-AUTO,1,Bajaj Auto,,,,50,NA,ES,EQ,BAJAJ AUTO LIMITED
NSE,E,16675,EQUITY,0,BAJAJFINSV,1,Bajaj Finserv,,,,10,NA,ES,EQ,BAJAJ FINSERV LTD.
NSE,E,16682,EQUITY,0,PTCIL,1,PTC Industries,,,,100,NA,ES,EQ,PTC INDUSTRIES LIMITED
NSE,E,16683,EQUITY,0,DIGISPICE,1,Digispice Technologies,,,,1,NA,ES,EQ,DIGISPICE TECHNOLOGIES LT
NSE,E,16696,EQUITY,0,GHCLTEXTIL,1,GHCL Textiles,,,,1,NA,ES,EQ,GHCL TEXTILES LIMITED
NSE,E,16705,EQUITY,0,GOKUL,1,Gokul Refoils & Solvent,,,,1,NA,ES,EQ,GOKUL REFOILS & SOLV LTD
NSE,E,16713,EQUITY,0,UBL,1,United Breweries,,,,10,NA,ES,EQ,UNITED BREWERIES LTD
NSE,E,16719,EQUITY,0,ALMONDZ,1,Almondz Global Securities,,,,1,NA,ES,EQ,ALMONDZ GLOBAL SEC LTD
NSE,E,1672,EQUITY,0,HGINFRA,1,HG Infra Engineering,,,,10,NA,ES,EQ,H.G.INFRA ENGINEERING LTD
NSE,E,16725,EQUITY,0,RPGLIFE,1,RPG Life Sciences,,,,10,NA,ES,EQ,RPG LIFE SCIENCES LTD
NSE,E,16736,EQUITY,0,MKPL,1,MK Proteins,,,,1,NA,ES,EQ,M K PROTEINS LIMITED
NSE,E,1675,EQUITY,0,ITI,1,ITI,,,,5,NA,ES,EQ,ITI LTD
NSE,E,16777,EQUITY,0,SILVRETF,1,Mirae Asset Silver ETF,,,,1,NA,ETF,EQ,MIRAEAMC - MASILVER
NSE,E,16783,EQUITY,0,GVT&D,1,GE T&D,,,,10,NA,ES,EQ,GE VERNOVA T&D INDIA LTD
NSE,E,16795,EQUITY,0,ARCHIDPLY,1,Archidply,,,,1,NA,ES,EQ,ARCHIDPLY IND. LTD
NSE,E,16807,EQUITY,0,LOTUSEYE,1,Lotus Eye Hospital,,,,1,NA,ES,EQ,LOTUS EYE HOSP & INST L
NSE,E,1681,EQUITY,0,IVP,1,IVP,,,,1,NA,ES,EQ,IVP LTD
NSE,E,16819,EQUITY,0,QNIFTY,1,Quantum Nifty 50 ETF,,,,1,NA,ETF,EQ,QUANTUM NIFTY 50 ETF
NSE,E,16821,EQUITY,0,VINYLINDIA,1,Vinyl Chemicals,,,,5,NA,ES,EQ,VINYL CHEMICALS (I) LTD.
NSE,E,16822,EQUITY,0,IKIO,1,IKIO Technologies,,,,1,NA,ES,EQ,IKIO TECHNOLOGIES LIMITED
NSE,E,16827,EQUITY,0,KOKUYOCMLN,1,Kokuyo Camlin,,,,1,NA,ES,EQ,KOKUYO CAMLIN LIMITED
NSE,E,16859,EQUITY,0,SINDHUTRAD,1,Sindhu Trade Links,,,,1,NA,ES,EQ,SINDHU TRADE LINKS LTD
NSE,E,16863,EQUITY,0,LPDC,1,Landmark Property Development,,,,1,NA,ES,EQ,LANDMARK PR.DEV.CO.LTD
NSE,E,16900,EQUITY,0,DPWIRES,1,DP Wires,,,,1,NA,ES,EQ,D P WIRES LIMITED
NSE,E,16913,EQUITY,0,ARTEMISMED,1,Artemis Medicare Services,,,,5,NA,ES,EQ,ARTEMIS MED SERVICE LTD
NSE,E,16915,EQUITY,0,ZFCVINDIA,1,ZF Commercial,,,,100,NA,ES,EQ,ZF COM VE CTR SYS IND LTD
NSE,E,16921,EQUITY,0,20MICRONS,1,20 Microns,,,,1,NA,ES,EQ,20 MICRONS LTD
NSE,E,16927,EQUITY,0,JOCIL,1,Jocil,,,,1,NA,ES,EQ,JOCIL LIMITED
NSE,E,16933,EQUITY,0,INDBANK,1,Indbank Merchant Banking,,,,1,NA,ES,EQ,INDBANK MERCH BANK
NSE,E,16943,EQUITY,0,ASHOKAMET,1,Ashoka Metcast,,,,1,NA,ES,EQ,ASHOKA METCAST LIMITED
NSE,E,16959,EQUITY,0,ALKALI,1,Alkali Metals,,,,1,NA,ES,EQ,ALKALI METALS LTD
NSE,E,17,EQUITY,0,GATECHDVR,1,GACM Technologies DVR,,,,1,NA,ES,EQ,GACM TECHNOLOGIES LIMITED
NSE,E,17022,EQUITY,0,MAWANASUG,1,Mawana Sugars,,,,1,NA,ES,EQ,MAWANA SUGARS LIMITED
NSE,E,17029,EQUITY,0,PATANJALI,1,Patanjali Foods,,,,10,NA,ES,EQ,PATANJALI FOODS LIMITED
NSE,E,17032,EQUITY,0,THYROCARE,1,Thyrocare Technologies,,,,5,NA,ES,EQ,THYROCARE TECH LTD
NSE,E,17044,EQUITY,0,SHARIABEES,1,Nippon India Nifty 50 Shariah ETF,,,,1,NA,ETF,EQ,NIP IND ETF SHARIAH BEES
NSE,E,17053,EQUITY,0,HMAAGRO,1,HMA Agro Industries,,,,1,NA,ES,EQ,HMA AGRO INDUSTRIES LTD
NSE,E,1708,EQUITY,0,JAYBARMARU,1,Jay Bharat Maruti,,,,1,NA,ES,EQ,JAY BHARAT MARUTI LTD
NSE,E,17094,EQUITY,0,CROMPTON,1,Crompton Greaves,,,,5,NA,ES,EQ,CROMPT GREA CON ELEC LTD
NSE,E,17105,EQUITY,0,SUMICHEM,1,Sumitomo Chemical,,,,5,NA,ES,EQ,SUMITOMO CHEM INDIA LTD
