SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,E,100,EQUITY,0,ARE&M,1,Amara Raja Energy & Mobility,,,,5,NA,ES,EQ,AMARA RAJA ENERGY MOB LTD
NSE,E,10074,EQUITY,0,EMAMIPAP,1,Emami Paper Mills,,,,1,NA,ES,EQ,EMAMI PAPER MILLS LIMITED
NSE,E,1008,EQUITY,0,FACT,1,Fertilisers & Chemical Travancore,,,,5,NA,ES,EQ,FACT LTD
NSE,E,10099,EQUITY,0,GODREJCP,1,Godrej Consumer Products,,,,10,NA,ES,EQ,GODREJ CONSUMER PRODUCTS
NSE,E,1011,EQUITY,0,SCHAEFFLER,1,Schaeffler India,,,,10,NA,ES,EQ,SCHAEFFLER INDIA LIMITED
NSE,E,10159,EQUITY,0,ORICONENT,1,Oricon Enterprises,,,,1,NA,ES,EQ,ORICON ENTERPRISES LTD
NSE,E,10176,EQUITY,0,SETFNIF50,1,SBI Nifty 50 ETF,,,,1,NA,ETF,EQ,SBI-ETF NIFTY 50
NSE,E,10181,EQUITY,0,BALKRISHNA,1,Balkrishna Paper Mills,,,,1,NA,ES,EQ,BALKRISHNA PAPER MILLS L
NSE,E,10217,EQUITY,0,ADANIENSOL,1,Adani Energy Solutions,,,,5,NA,ES,EQ,ADANI ENERGY SOLUTION LTD
NSE,E,10227,EQUITY,0,MANORAMA,1,Manorama Industries,,,,10,NA,ES,EQ,MANORAMA INDUSTRIES LTD
NSE,E,1023,EQUITY,0,FEDERALBNK,1,Federal Bank,,,,1,NA,ES,EQ,FEDERAL BANK LTD
NSE,E,10238,EQUITY,0,CONFIPET,1,Confidence Petroleum,,,,1,NA,ES,EQ,CONFIDENCE PETRO IND LTD.
NSE,E,10243,EQUITY,0,SYNGENE,1,Syngene International,,,,5,NA,ES,EQ,SYNGENE INTERNATIONAL LTD
NSE,E,10276,EQUITY,0,KAYA,1,Kaya,,,,5,NA,ES,EQ,KAYA LIMITED
NSE,E,10285,EQUITY,0,AYMSYNTEX,1,AYM Syntex,,,,1,NA,ES,EQ,AYM SYNTEX LIMITED
NSE,E,10297,EQUITY,0,PPL,1,Prakash Pipes,,,,5,NA,ES,EQ,PRAKASH PIPES LIMITED
NSE,E,1030,EQUITY,0,AARON,1,Aaron Industries,,,,5,NA,ES,EQ,AARON INDUSTRIES LIMITED
NSE,E,10300,EQUITY,0,RAMASTEEL,1,Rama Steel Tubes,,,,1,NA,ES,EQ,RAMA STEEL TUBES LIMITED
NSE,E,10310,EQUITY,0,AURUM,1,Aurum PropTech,,,,1,NA,ES,EQ,AURUM PROPTECH LIMITED
NSE,E,10321,EQUITY,0,PKTEA,1,Peria Karamalai Tea,,,,5,NA,ES,EQ,THE P K TEA PROD CO LTD
NSE,E,10343,EQUITY,0,RADHIKAJWE,1,Radhika Jeweltech,,,,1,NA,ES,EQ,RADHIKA JEWELTECH LIMITED
NSE,E,10346,EQUITY,0,DGCONTENT,1,Digicontent,,,,1,NA,ES,EQ,DIGICONTENT LIMITED
NSE,E,10350,EQUITY,0,CSLFINANCE,1,CSL Finance,,,,5,NA,ES,EQ,CSL FINANCE LIMITED
NSE,E,1038,EQUITY,0,FINCABLES,1,Finolex Cables,,,,5,NA,ES,EQ,FINOLEX CABLES LTD
NSE,E,10397,EQUITY,0,JISLJALEQS,1,Jain Irrigation Systems,,,,1,NA,ES,EQ,JAIN IRRIGATION SYSTEMS
NSE,E,104,EQUITY,0,SHAREINDIA,1,Share India Securities,,,,1,NA,ES,EQ,SHARE IND. SECURITIES LTD
NSE,E,10406,EQUITY,0,STEELCITY,1,Steel City Securities,,,,1,NA,ES,EQ,STEEL CITY SECURITIES LTD
NSE,E,10407,EQUITY,0,KSHITIJPOL,1,Kshitij Polyline,,,,1,NA,ES,EQ,KSHITIJ POLYLINE LIMITED
NSE,E,1041,EQUITY,0,FINPIPE,1,Finolex Industries,,,,1,NA,ES,EQ,FINOLEX INDUSTRIES LTD
NSE,E,10415,EQUITY,0,MUTHOOTCAP,1,Muthoot Capital Services,,,,5,NA,ES,EQ,MUTHOOT CAP SERV LTD
NSE,E,10417,EQUITY,0,DYCL,1,Dynamic Cables,,,,5,NA,ES,EQ,DYNAMIC CABLES LIMITED
NSE,E,1044,EQUITY,0,AXISBNKETF,1,Axis Nifty Bank ETF,,,,1,NA,ETF,EQ,AXISAMC - AXISBNKETF
NSE,E,10440,EQUITY,0,LUPIN,1,Lupin,,,,10,NA,ES,EQ,LUPIN LIMITED
NSE,E,10447,EQUITY,0,UNITDSPR,1,United Spirits,,,,10,NA,ES,EQ,UNITED SPIRITS LIMITED
NSE,E,10453,EQUITY,0,SATIN,1,Satin Creditcare,,,,1,NA,ES,EQ,SATIN CREDIT NET LTD
NSE,E,10457,EQUITY,0,ARVSMART,1,Arvind SmartSpaces,,,,5,NA,ES,EQ,ARVIND SMARTSPACES LTD
NSE,E,10473,EQUITY,0,POWERMECH,1,Power Mech Projects,,,,10,NA,ES,EQ,POWER MECH PROJECTS LTD.
NSE,E,10485,EQUITY,0,RAMRAT,1,Ram Ratna Wires,,,,5,NA,ES,EQ,RAM RATNA WIRES LIMITED
NSE,E,10508,EQUITY,0,MOHEALTH,1,Motilal Oswal Sensex Healthcare ETF,,,,1,NA,ETF,EQ,MOTILALAMC - MOHEALTH
NSE,E,10511,EQUITY,0,UTINIFTETF,1,UTI Nifty 50 ETF,,,,1,NA,ETF,EQ,UTIAMC - UTINIFTETF
NSE,E,10512,EQUITY,0,CONS,1,Kotak Nifty Consumption ETF,,,,1,NA,ETF,EQ,KOTAKMAMC - KOTAKCONS
NSE,E,10515,EQUITY,0,UTISENSETF,1,UTI Sensex ETF,,,,1,NA,ETF,EQ,UTIAMC - UTISENSETF
NSE,E,1053,EQUITY,0,UFLEX,1,UFLEX,,,,5,NA,ES,EQ,UFLEX LIMITED
NSE,E,10530,EQUITY,0,SHARDAMOTR,1,Sharda Motor,,,,10,NA,ES,EQ,SHARDA MOTOR INDS LTD
NSE,E,10557,EQUITY,0,NAVKARCORP,1,Navkar Corporation,,,,1,NA,ES,EQ,NAVKAR CORPORATION LTD.
NSE,E,10576,EQUITY,0,NIFTYBEES,1,Nippon Nifty 50 ETF (NIFTYBEES),,,,1,NA,ETF,EQ,NIP IND ETF NIFTY BEES
NSE,E,10577,EQUITY,0,KRBL,1,KRBL,,,,5,NA,ES,EQ,KRBL LIMITED
NSE,E,10578,EQUITY,0,MPSLTD,1,MPS,,,,10,NA,ES,EQ,MPS LIMITED
NSE,E,10579,EQUITY,0,MARKSANS,1,Marksans Pharma,,,,1,NA,ES,EQ,MARKSANS PHARMA LIMITED
NSE,E,10580,EQUITY,0,TCI,1,Transport Corporation of India,,,,10,NA,ES,EQ,TRANSPORT CORPN OF INDIA
NSE,E,10585,EQUITY,0,MOM30IETF,1,ICICI Pru Nifty 200 Momentum 30 ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICIMOM30
NSE,E,10588,EQUITY,0,SHREEPUSHK,1,Shree Pushkar Chemicals,,,,1,NA,ES,EQ,SHRE PUSH CHEM & FERT LTD
NSE,E,10599,EQUITY,0,GUJGASLTD,1,Gujarat Gas,,,,5,NA,ES,EQ,GUJARAT GAS LIMITED
NSE,E,10604,EQUITY,0,BHARTIARTL,1,Bharti Airtel,,,,10,NA,ES,EQ,BHARTI AIRTEL LIMITED
NSE,E,10618,EQUITY,0,SADBHIN,1,Sadbhav Infrastructure Projects,,,,1,NA,ES,EQ,SADBHAV INFRA PROJ LTD.
NSE,E,10619,EQUITY,0,HDFCNEXT50,1,HDFC Nifty Next 50 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCNEXT50
NSE,E,10633,EQUITY,0,HDFCNIF100,1,HDFC Nifty 100 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCNIF100
NSE,E,10634,EQUITY,0,ASAL,1,Automotive Stampings & Assemblies,,,,5,NA,ES,EQ,AUTOMOTIVE STAMPINGS & AS
NSE,E,10637,EQUITY,0,OLECTRA,1,Olectra Greentech,,,,10,NA,ES,EQ,OLECTRA GREENTECH LIMITED
NSE,E,10661,EQUITY,0,PONNIERODE,1,Ponni Sugars Erode,,,,5,NA,ES,EQ,PONNIE SUGARS (ERODE) LTD
NSE,E,10666,EQUITY,0,PNB,1,Punjab National Bank,,,,1,NA,ES,EQ,PUNJAB NATIONAL BANK
NSE,E,10676,EQUITY,0,MNC,1,Kotak Nifty MNC ETF,,,,1,NA,ETF,EQ,KOTAKMAMC - KOTAKMNC
NSE,E,10690,EQUITY,0,NIFTYQLITY,1,Aditya Birla Nifty 200 Quality 30 ETF,,,,1,NA,ETF,EQ,BIRLASLAMC - NIFTYQLITY
NSE,E,10693,EQUITY,0,MOMENTUM,1,Aditya Birla Nifty 200 Momentum 30 ETF,,,,1,NA,ETF,EQ,BIRLASLAMC - MOMENTUM
NSE,E,10700,EQUITY,0,SURANAT&P,1,Surana Telecom & Power,,,,1,NA,ES,EQ,SURANA TELECOM AND POW LT
NSE,E,10717,EQUITY,0,TIMESGTY,1,Times Guaranty,,,,1,NA,ES,EQ,TIMES GUARANTY LIMITED
NSE,E,10723,EQUITY,0,INFRAIETF,1,ICICI Pru Nifty Infrastructure ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICIINFRA
NSE,E,10726,EQUITY,0,INDIAMART,1,IndiaMART InterMesh,,,,10,NA,ES,EQ,INDIAMART INTERMESH LTD
NSE,E,1073,EQUITY,0,FOSECOIND,1,Foseco,,,,10,NA,ES,EQ,FOSECO INDIA LTD
NSE,E,10733,EQUITY,0,SPORTKING,1,Sportking,,,,1,NA,ES,EQ,SPORTKING INDIA LIMITED
NSE,E,10738,EQUITY,0,OFSS,1,Oracle Financial Services Software,,,,50,NA,ES,EQ,ORACLE FIN SERV SOFT LTD.
NSE,E,10753,EQUITY,0,UNIONBANK,1,Union Bank of India,,,,1,NA,ES,EQ,UNION BANK OF INDIA
NSE,E,10755,EQUITY,0,APTECHT,1,Aptech,,,,1,NA,ES,EQ,APTECH LIMITED
NSE,E,1076,EQUITY,0,ZENSARTECH,1,Zensar Technologies,,,,5,NA,ES,EQ,ZENSAR TECHNOLOGIES  LTD
NSE,E,10761,EQUITY,0,SILVERADD,1,DSP Silver ETF,,,,1,NA,ETF,EQ,DSPAMC - DSPSILVETF
NSE,E,10768,EQUITY,0,OAL,1,Oriental Aromatics,,,,5,NA,ES,EQ,ORIENTAL AROMATICS LTD
NSE,E,10791,EQUITY,0,NUCLEUS,1,Nucleus Software,,,,5,NA,ES,EQ,NUCLEUS SOFTWARE EXPORTS
NSE,E,10793,EQUITY,0,SYRMA,1,Syrma SGS,,,,5,NA,ES,EQ,SYRMA SGS TECHNOLOGY LTD
NSE,E,10794,EQUITY,0,CANBK,1,Canara Bank,,,,1,NA,ES,EQ,CANARA BANK
NSE,E,10822,EQUITY,0,MOQUALITY,1,Motilal Oswal BSE Quality ETF,,,,1,NA,ETF,EQ,MOTILALAMC - MOQUALITY
NSE,E,10825,EQUITY,0,MOVALUE,1,Motilal Oswal BSE Enhanced Value ETF,,,,1,NA,ETF,EQ,MOTILALAMC - MOVALUE
NSE,E,1085,EQUITY,0,GABRIEL,1,Gabriel,,,,5,NA,ES,EQ,GABRIEL INDIA LTD
NSE,E,10859,EQUITY,0,DREAMFOLKS,1,Dreamfolks Services,,,,1,NA,ES,EQ,DREAMFOLKS SERVICES LTD
NSE,E,10865,EQUITY,0,GVPTECH,1,GVP Infotech,,,,1,NA,ES,EQ,GVP INFOTECH LIMITED
NSE,E,10871,EQUITY,0,GRMOVER,1,GRM Overseas,,,,5,NA,ES,EQ,GRM OVERSEAS LIMITED
NSE,E,10876,EQUITY,0,HDFCSILVER,1,HDFC Silver ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCSILVER
NSE,E,10905,EQUITY,0,GENESYS,1,Genesys International Corp,,,,5,NA,ES,EQ,GENESYS INTL CORPN LTD
NSE,E,10922,EQUITY,0,OMAXAUTO,1,Omax Autos,,,,1,NA,ES,EQ,OMAX AUTOS LTD
NSE,E,10925,EQUITY,0,GODREJIND,1,Godrej Industries,,,,10,NA,ES,EQ,GODREJ INDUSTRIES LTD
NSE,E,10939,EQUITY,0,JUNIORBEES,1,Nippon India Nifty Next 50 ETF,,,,1,NA,ETF,EQ,NIP IND ETF JUNIOR BEES
NSE,E,10940,EQUITY,0,DIVISLAB,1,Divis Laboratories,,,,50,NA,ES,EQ,DIVI S LABORATORIES LTD
NSE,E,10945,EQUITY,0,TMB,1,Tamilnad Mercantile Bank,,,,5,NA,ES,EQ,TAMILNAD MERCA BANK LTD
NSE,E,10948,EQUITY,0,STCINDIA,1,State Trading Corporation of India,,,,1,NA,ES,EQ,THE STATE TRADING CORPN
NSE,E,10990,EQUITY,0,RADICO,1,Radico Khaitan,,,,10,NA,ES,EQ,RADICO KHAITAN LTD
NSE,E,10993,EQUITY,0,INDORAMA,1,Indo Rama Synthetics,,,,1,NA,ES,EQ,INDO RAMA SYNTHETICS LTD
NSE,E,10999,EQUITY,0,MARUTI,1,Maruti Suzuki,,,,100,NA,ES,EQ,MARUTI SUZUKI INDIA LTD.
NSE,E,1100,EQUITY,0,GARFIBRES,1,Garware Technical Fibres,,,,5,NA,ES,EQ,GARWARE TECH FIBRES LTD
NSE,E,11006,EQUITY,0,LIQUIDBEES,1,Nippon India Nifty Liquid ETF,,,,1,NA,ETF,EQ,NIP IND ETF LIQUID BEES
NSE,E,11027,EQUITY,0,INFOBEAN,1,InfoBeans Technologies,,,,5,NA,ES,EQ,INFOBEANS TECHNO. LTD.
NSE,E,11037,EQUITY,0,BANKIETF,1,ICICI Prudential Bank ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - IPRU5008
NSE,E,11039,EQUITY,0,DCMNVL,1,DCM Nouvelle,,,,1,NA,ES,EQ,DCM NOUVELLE LIMITED
NSE,E,11045,EQUITY,0,SATIA,1,Satia Industries,,,,1,NA,ES,EQ,SATIA INDUSTRIES LIMITED
NSE,E,11050,EQUITY,0,SIRCA,1,Sirca Paints,,,,5,NA,ES,EQ,SIRCA PAINT INDIA LIMITED
NSE,E,11060,EQUITY,0,KSOLVES,1,Ksolves,,,,5,NA,ES,EQ,KSOLVES INDIA LIMITED
NSE,E,11065,EQUITY,0,NATHBIOGEN,1,Nath Bio-Genes,,,,1,NA,ES,EQ,NATH BIO-GENES (I) LTD
NSE,E,11072,EQUITY,0,AGRITECH,1,Agri-Tech,,,,1,NA,ES,EQ,AGRI-TECH (INDIA) LIMITED
NSE,E,11082,EQUITY,0,LIBAS,1,Libas Consumer,,,,1,NA,ES,EQ,LIBAS CONSU PRODUCTS LTD
NSE,E,11140,EQUITY,0,SUMIT,1,Sumit Woods,,,,1,NA,ES,EQ,SUMIT WOODS LIMITED
NSE,E,11155,EQUITY,0,CREATIVE,1,Creative Newtech,,,,5,NA,ES,EQ,CREATIVE NEWTECH LIMITED
NSE,E,11162,EQUITY,0,HARSHA,1,Harsha Engineers,,,,5,NA,ES,EQ,HARSHA ENGINEERS INT LTD
NSE,E,11184,EQUITY,0,IDFCFIRSTB,1,IDFC First Bank,,,,1,NA,ES,EQ,IDFC FIRST BANK LIMITED
NSE,E,11193,EQUITY,0,AXISILVER,1,Axis Silver ETF,,,,1,NA,ETF,EQ,AXISAMC - AXISILVER
NSE,E,11195,EQUITY,0,INDIGO,1,Interglobe Aviation,,,,50,NA,ES,EQ,INTERGLOBE AVIATION LTD
NSE,E,11212,EQUITY,0,SHK,1,SH Kelkar & Company,,,,1,NA,ES,EQ,S H KELKAR AND CO. LTD.
NSE,E,11220,EQUITY,0,VARDHACRLC,1,Vardhaman Acrylics,,,,1,NA,ES,EQ,VARDHAMAN ACRYLICS LTD
NSE,E,11223,EQUITY,0,UCOBANK,1,UCO Bank,,,,1,NA,ES,EQ,UCO BANK
NSE,E,11233,EQUITY,0,SUVEN,1,Suven Life Sciences,,,,1,NA,ES,EQ,SUVEN LIFE SCIENCES LTD
NSE,E,11236,EQUITY,0,JSL,1,Jindal Stainless,,,,5,NA,ES,EQ,JINDAL STAINLESS LIMITED
NSE,E,11239,EQUITY,0,NSIL,1,Nalwa Sons Investments,,,,50,NA,ES,EQ,NALWA SONS INVESTMENT LTD
NSE,E,11241,EQUITY,0,HDFCGROWTH,1,HDFC Nifty Growth Sectors 15 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCGROWTH
NSE,E,11253,EQUITY,0,WELSPUNLIV,1,Welspun Living,,,,1,NA,ES,EQ,WELSPUN LIVING LIMITED
NSE,E,11255,EQUITY,0,HDFCQUAL,1,HDFC Nifty 100 Quality 30 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCQUAL
NSE,E,11256,EQUITY,0,JAIBALAJI,1,Jai Balaji Industries,,,,1,NA,ES,EQ,JAI BALAJI INDUSTRIES LTD
NSE,E,11260,EQUITY,0,HDFCVALUE,1,HDFC Nifty 50 Value 20 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCVALUE
NSE,E,11262,EQUITY,0,IGL,1,Indraprastha Gas,,,,1,NA,ES,EQ,INDRAPRASTHA GAS LTD
NSE,E,11265,EQUITY,0,TVSELECT,1,TVS Electronics,,,,5,NA,ES,EQ,TVS ELECTRONICS LTD
NSE,E,1127,EQUITY,0,GHCL,1,GHCL,,,,5,NA,ES,EQ,GHCL LIMITED
NSE,E,11271,EQUITY,0,DREDGECORP,1,Dredging Corporation of India,,,,5,NA,ES,EQ,DREDGING CORP OF INDIA
NSE,E,11275,EQUITY,0,TVTODAY,1,TV Today Network,,,,1,NA,ES,EQ,TV TODAY NETWORK LTD
NSE,E,11287,EQUITY,0,UPL,1,UPL,,,,5,NA,ES,EQ,UPL LIMITED
NSE,E,1129,EQUITY,0,GTECJAINX,1,G-Tec Jainx Education,,,,1,NA,ES,EQ,G-TEC JAINX EDUCATION LTD
NSE,E,11293,EQUITY,0,UNIENTER,1,Uniphos Enterprises,,,,1,NA,ES,EQ,UNIPHOS ENTERPRISES LTD
NSE,E,11297,EQUITY,0,SIL,1,Standard Industries,,,,1,NA,ES,EQ,STANDARD INDUSTRIES LTD.
NSE,E,11301,EQUITY,0,LUXIND,1,Lux Industries,,,,10,NA,ES,EQ,LUX INDUSTRIES LIMITED
NSE,E,11309,EQUITY,0,BALAXI,1,Balaxi Pharmaceuticals,,,,1,NA,ES,EQ,BALAXI PHARMA LTD
NSE,E,11319,EQUITY,0,LICNETFN50,1,LIC Nifty 50 ETF,,,,1,NA,ETF,EQ,LICNAMC - LICNFENGP
NSE,E,11325,EQUITY,0,MUKANDLTD,1,Mukand,,,,1,NA,ES,EQ,MUKAND LTD.
NSE,E,1134,EQUITY,0,APOLLO,1,Apollo Micro Systems,,,,1,NA,ES,EQ,APOLLO MICRO SYSTEMS LTD
NSE,E,11343,EQUITY,0,AFFLE,1,Affle 3i,,,,10,NA,ES,EQ,AFFLE 3I LIMITED
NSE,E,11351,EQUITY,0,PETRONET,1,Petronet LNG,,,,5,NA,ES,EQ,PETRONET LNG LIMITED
NSE,E,11355,EQUITY,0,PTC,1,PTC India,,,,1,NA,ES,EQ,PTC INDIA LIMITED
NSE,E,11359,EQUITY,0,DHANBANK,1,Dhanlaxmi Bank,,,,1,NA,ES,EQ,DHANLAXMI BANK LIMITED
NSE,E,11364,EQUITY,0,VAIBHAVGBL,1,Vaibhav Global,,,,1,NA,ES,EQ,VAIBHAV GLOBAL LIMITED
NSE,E,11369,EQUITY,0,TTKHLTCARE,1,TTK Healthcare,,,,10,NA,ES,EQ,TTK HEALTHCARE LIMITED
NSE,E,11373,EQUITY,0,BIOCON,1,Biocon,,,,5,NA,ES,EQ,BIOCON LIMITED.
NSE,E,11374,EQUITY,0,TIPSFILMS,1,Tips Films,,,,5,NA,ES,EQ,TIPS FILMS LIMITED
NSE,E,11377,EQUITY,0,MAHABANK,1,Bank of Maharashtra,,,,1,NA,ES,EQ,BANK OF MAHARASHTRA
NSE,E,11386,EQUITY,0,PVTBANIETF,1,ICICI Pru Nifty Private Bank ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICIBANKP
NSE,E,11387,EQUITY,0,UMANGDAIRY,1,Umang Dairies,,,,1,NA,ES,EQ,UMANG DAIRIES LIMITED
NSE,E,1139,EQUITY,0,GICHSGFIN,1,GIC Housing Finance,,,,1,NA,ES,EQ,GIC HOUSING FINANCE LTD
NSE,E,11394,EQUITY,0,ZOTA,1,Zota Healthcare,,,,5,NA,ES,EQ,ZOTA HEALTH CARE LIMITED
NSE,E,11399,EQUITY,0,SALZERELEC,1,Salzer Electronics,,,,5,NA,ES,EQ,SALZER ELECTRONICS LTD
NSE,E,11403,EQUITY,0,POONAWALLA,1,Poonawalla Fincorp,,,,5,NA,ES,EQ,POONAWALLA FINCORP LTD
NSE,E,11407,EQUITY,0,XPROINDIA,1,Xpro,,,,10,NA,ES,EQ,XPRO INDIA LIMITED
NSE,E,11411,EQUITY,0,RKFORGE,1,Ramkrishna Forgings,,,,5,NA,ES,EQ,RAMKRISHNA FORGINGS LTD
NSE,E,1142,EQUITY,0,GINNIFILA,1,Ginni Filaments,,,,1,NA,ES,EQ,GINNI FILAMENTS LTD
NSE,E,11423,EQUITY,0,DATAMATICS,1,Datamatics Global Services,,,,5,NA,ES,EQ,DATAMATICS GLOBAL SER LTD
NSE,E,11427,EQUITY,0,NDTV,1,New Delhi Television (NDTV),,,,1,NA,ES,EQ,NDTV LTD
NSE,E,11432,EQUITY,0,KRITINUT,1,Kriti Nutrients,,,,1,NA,ES,EQ,KRITI NUTRIENTS LIMITED
NSE,E,11435,EQUITY,0,SPANDANA,1,Spandana Sphoorty Financial,,,,5,NA,ES,EQ,SPANDANA SPHOORTY FIN LTD
NSE,E,11439,EQUITY,0,BANKBEES,1,Nippon Nifty Bank ETF (BANKBEES),,,,1,NA,ETF,EQ,NIP IND ETF BANK BEES
NSE,E,11441,EQUITY,0,LICNETFSEN,1,LIC Sensex ETF,,,,1,NA,ETF,EQ,LICNAMC - LICNFESGP
NSE,E,11445,EQUITY,0,PILANIINVS,1,Pilani Investment & Industries,,,,10,NA,ES,EQ,PILANI INV & IND COR LTD
NSE,E,1145,EQUITY,0,GIPCL,1,Gujarat Industries Power Company,,,,1,NA,ES,EQ,GUJ IND POW CO. LTD
NSE,E,11452,EQUITY,0,CCL,1,CCL Products,,,,5,NA,ES,EQ,CCL PRODUCTS (I) LTD
NSE,E,11457,EQUITY,0,NV20,1,Kotak Nifty 50 Value 20 ETF,,,,1,NA,ETF,EQ,KOTAKMAMC - KTKNV20ETF
NSE,E,11471,EQUITY,0,EXCELINDUS,1,Excel Industries,,,,10,NA,ES,EQ,EXCEL INDUSTRIES LTD
NSE,E,11483,EQUITY,0,LT,1,Larsen & Toubro,,,,10,NA,ES,EQ,LARSEN & TOUBRO LTD.
NSE,E,11491,EQUITY,0,APARINDS,1,Apar Industries,,,,50,NA,ES,EQ,APAR INDUSTRIES LTD.
NSE,E,11496,EQUITY,0,AMBICAAGAR,1,Ambica Agarbathies,,,,1,NA,ES,EQ,AMBICA AGAR & AROMAINDLTD
NSE,E,11511,EQUITY,0,CENTEXT,1,Century Extrusions,,,,1,NA,ES,EQ,CENTURY EXTRUSIONS LTD
NSE,E,11522,EQUITY,0,NIITLTD,1,NIIT,,,,1,NA,ES,EQ,NIIT LIMITED
NSE,E,1153,EQUITY,0,GLAXO,1,GlaxoSmithKline Pharmaceuticals,,,,10,NA,ES,EQ,GLAXOSMITHKLINE PHARMA LT
NSE,E,11530,EQUITY,0,EMIL,1,Electronics Mart,,,,1,NA,ES,EQ,ELECTRONICS MART IND LTD
NSE,E,11532,EQUITY,0,ULTRACEMCO,1,UltraTech Cement,,,,100,NA,ES,EQ,ULTRATECH CEMENT LIMITED
NSE,E,11536,EQUITY,0,TCS,1,Tata Consultancy Services,,,,10,NA,ES,EQ,TATA CONSULTANCY SERV LT
NSE,E,11538,EQUITY,0,HDFCMOMENT,1,HDFC Nifty 200 Momentum 30 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCMOMENT
NSE,E,11543,EQUITY,0,COFORGE,1,Coforge,,,,50,NA,ES,EQ,COFORGE LIMITED
NSE,E,11547,EQUITY,0,HDFCLOWVOL,1,HDFC Nifty 100 Low Volatility 30 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCLOWVOL
NSE,E,11549,EQUITY,0,TEXINFRA,1,Texmaco Infrastructure & Holdings,,,,1,NA,ES,EQ,TEXMACO INFRA & HOLDG LTD
NSE,E,11566,EQUITY,0,DCI,1,DC Infotech & Communications,,,,5,NA,ES,EQ,DC INFOTECH AND COMUN LTD
NSE,E,11571,EQUITY,0,PPLPHARMA,1,Piramal Pharma,,,,1,NA,ES,EQ,PIRAMAL PHARMA LIMITED
NSE,E,11573,EQUITY,0,FORCEMOT,1,Force Motors,,,,50,NA,ES,EQ,FORCE MOTORS LIMITED
NSE,E,11580,EQUITY,0,WESTLIFE,1,Westlife Foodworld,,,,5,NA,ES,EQ,WESTLIFE FOODWORLD LTD
NSE,E,11581,EQUITY,0,GULFPETRO,1,GP Petroleums,,,,1,NA,ES,EQ,GP PETROLEUMS LIMITED
NSE,E,11582,EQUITY,0,TRACXN,1,Tracxn Technologies,,,,1,NA,ES,EQ,TRACXN TECHNOLOGIES LTD
NSE,E,11591,EQUITY,0,HDFCNIFTY,1,HDFC Nifty 50 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCNIFTY
NSE,E,11593,EQUITY,0,HDFCSENSEX,1,HDFC Sensex ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCSENSEX
NSE,E,11596,EQUITY,0,LINCOLN,1,Lincoln Pharmaceuticals,,,,5,NA,ES,EQ,LINCOLN PHARMA LTD
NSE,E,11602,EQUITY,0,INDSWFTLTD,1,Ind Swift,,,,1,NA,ES,EQ,IND-SWIFT LIMITED
NSE,E,11606,EQUITY,0,GUFICBIO,1,Gufic BioSciences,,,,5,NA,ES,EQ,GUFIC BIOSCIENCES LTD.
NSE,E,11618,EQUITY,0,ASTRAMICRO,1,Astra Microwave Products,,,,5,NA,ES,EQ,ASTRA MICROWAVE LTD
NSE,E,1162,EQUITY,0,GTL,1,GTL,,,,1,NA,ES,EQ,GTL LTD
NSE,E,11626,EQUITY,0,WELENT,1,Welspun Enterprises,,,,5,NA,ES,EQ,WELSPUN ENTERPRISES LTD.
NSE,E,11627,EQUITY,0,NARMADA,1,Narmada Agrobase,,,,1,NA,ES,EQ,NARMADA AGROBASE LIMITED
NSE,E,11630,EQUITY,0,NTPC,1,NTPC,,,,5,NA,ES,EQ,NTPC LTD
NSE,E,11634,EQUITY,0,SALSTEEL,1,SAL Steel,,,,1,NA,ES,EQ,S.A.L. STEEL LTD.
NSE,E,1164,EQUITY,0,NEWGEN,1,Newgen Software Technologies,,,,5,NA,ES,EQ,NEWGEN SOFTWARE TECH LTD
NSE,E,11647,EQUITY,0,KOTARISUG,1,Kothari Sugars & Chemicals,,,,1,NA,ES,EQ,KOTHARI SUG & CHEM LTD.
NSE,E,11654,EQUITY,0,LALPATHLAB,1,Dr. Lal Path Labs,,,,10,NA,ES,EQ,DR. LAL PATH LABS LTD.
