timestamp,volume,date
2025-05-23 03:45:00,46321.0,2025-05-23
2025-05-23 03:46:00,25294.0,2025-05-23
2025-05-23 03:47:00,17600.0,2025-05-23
2025-05-23 03:48:00,20069.0,2025-05-23
2025-05-23 03:49:00,18612.0,2025-05-23
2025-05-23 03:50:00,15703.0,2025-05-23
2025-05-23 03:51:00,13585.0,2025-05-23
2025-05-23 03:52:00,18131.0,2025-05-23
2025-05-23 03:53:00,8985.0,2025-05-23
2025-05-23 03:54:00,11286.0,2025-05-23
2025-05-23 03:55:00,7775.0,2025-05-23
2025-05-23 03:56:00,10359.0,2025-05-23
2025-05-23 03:57:00,13972.0,2025-05-23
2025-05-23 03:58:00,7372.0,2025-05-23
2025-05-23 03:59:00,7434.0,2025-05-23
2025-05-23 04:00:00,6567.0,2025-05-23
2025-05-23 04:01:00,36961.0,2025-05-23
2025-05-23 04:02:00,10535.0,2025-05-23
2025-05-23 04:03:00,7491.0,2025-05-23
2025-05-23 04:04:00,7804.0,2025-05-23
2025-05-23 04:05:00,9968.0,2025-05-23
2025-05-23 04:06:00,13063.0,2025-05-23
2025-05-23 04:07:00,7505.0,2025-05-23
2025-05-23 04:08:00,23803.0,2025-05-23
2025-05-23 04:09:00,10629.0,2025-05-23
2025-05-23 04:10:00,5168.0,2025-05-23
2025-05-23 04:11:00,8169.0,2025-05-23
2025-05-23 04:12:00,12778.0,2025-05-23
2025-05-23 04:13:00,14397.0,2025-05-23
2025-05-23 04:14:00,45634.0,2025-05-23
2025-05-23 04:15:00,29963.0,2025-05-23
2025-05-23 04:16:00,7477.0,2025-05-23
2025-05-23 04:17:00,13940.0,2025-05-23
2025-05-23 04:18:00,13880.0,2025-05-23
2025-05-23 04:19:00,7312.0,2025-05-23
2025-05-23 04:20:00,19994.0,2025-05-23
2025-05-23 04:21:00,15615.0,2025-05-23
2025-05-23 04:22:00,9523.0,2025-05-23
2025-05-23 04:23:00,14339.0,2025-05-23
2025-05-23 04:24:00,4248.0,2025-05-23
2025-05-23 04:25:00,7304.0,2025-05-23
2025-05-23 04:26:00,4208.0,2025-05-23
2025-05-23 04:27:00,7319.0,2025-05-23
2025-05-23 04:28:00,6923.0,2025-05-23
2025-05-23 04:29:00,7887.0,2025-05-23
2025-05-23 04:30:00,4620.0,2025-05-23
2025-05-23 04:31:00,4415.0,2025-05-23
2025-05-23 04:32:00,3843.0,2025-05-23
2025-05-23 04:33:00,42837.0,2025-05-23
2025-05-23 04:34:00,8222.0,2025-05-23
2025-05-23 04:35:00,5122.0,2025-05-23
2025-05-23 04:36:00,3666.0,2025-05-23
2025-05-23 04:37:00,5472.0,2025-05-23
2025-05-23 04:38:00,4721.0,2025-05-23
2025-05-23 04:39:00,7181.0,2025-05-23
2025-05-23 04:40:00,15641.0,2025-05-23
2025-05-23 04:41:00,7079.0,2025-05-23
2025-05-23 04:42:00,8701.0,2025-05-23
2025-05-23 04:43:00,9189.0,2025-05-23
2025-05-23 04:44:00,7965.0,2025-05-23
2025-05-23 04:45:00,9099.0,2025-05-23
2025-05-23 04:46:00,6212.0,2025-05-23
2025-05-23 04:47:00,8183.0,2025-05-23
2025-05-23 04:48:00,11638.0,2025-05-23
2025-05-23 04:49:00,4569.0,2025-05-23
2025-05-23 04:50:00,8460.0,2025-05-23
2025-05-23 04:51:00,9302.0,2025-05-23
2025-05-23 04:52:00,4248.0,2025-05-23
2025-05-23 04:53:00,6239.0,2025-05-23
2025-05-23 04:54:00,5379.0,2025-05-23
2025-05-23 04:55:00,10153.0,2025-05-23
2025-05-23 04:56:00,1998.0,2025-05-23
2025-05-23 04:57:00,3630.0,2025-05-23
2025-05-23 04:58:00,4426.0,2025-05-23
2025-05-23 04:59:00,11141.0,2025-05-23
2025-05-23 05:00:00,4011.0,2025-05-23
2025-05-23 05:01:00,1602.0,2025-05-23
2025-05-23 05:02:00,8126.0,2025-05-23
2025-05-23 05:03:00,8312.0,2025-05-23
2025-05-23 05:04:00,7875.0,2025-05-23
2025-05-23 05:05:00,10666.0,2025-05-23
2025-05-23 05:06:00,19541.0,2025-05-23
2025-05-23 05:07:00,32018.0,2025-05-23
2025-05-23 05:08:00,4756.0,2025-05-23
2025-05-23 05:09:00,11331.0,2025-05-23
2025-05-23 05:10:00,41705.0,2025-05-23
2025-05-23 05:11:00,11809.0,2025-05-23
2025-05-23 05:12:00,7544.0,2025-05-23
2025-05-23 05:13:00,17896.0,2025-05-23
2025-05-23 05:14:00,20460.0,2025-05-23
2025-05-23 05:15:00,5507.0,2025-05-23
2025-05-23 05:16:00,20822.0,2025-05-23
2025-05-23 05:17:00,18366.0,2025-05-23
2025-05-23 05:18:00,31241.0,2025-05-23
2025-05-23 05:19:00,23624.0,2025-05-23
2025-05-23 05:20:00,26472.0,2025-05-23
2025-05-23 05:21:00,31924.0,2025-05-23
2025-05-23 05:22:00,6903.0,2025-05-23
2025-05-23 05:23:00,8146.0,2025-05-23
2025-05-23 05:24:00,7377.0,2025-05-23
2025-05-23 05:25:00,12567.0,2025-05-23
2025-05-23 05:26:00,10945.0,2025-05-23
2025-05-23 05:27:00,11794.0,2025-05-23
2025-05-23 05:28:00,8498.0,2025-05-23
2025-05-23 05:29:00,13558.0,2025-05-23
2025-05-23 05:30:00,13229.0,2025-05-23
2025-05-23 05:31:00,15819.0,2025-05-23
2025-05-23 05:32:00,12934.0,2025-05-23
2025-05-23 05:33:00,16163.0,2025-05-23
2025-05-23 05:34:00,4178.0,2025-05-23
2025-05-23 05:35:00,3639.0,2025-05-23
2025-05-23 05:36:00,5350.0,2025-05-23
2025-05-23 05:37:00,20551.0,2025-05-23
2025-05-23 05:38:00,11553.0,2025-05-23
2025-05-23 05:39:00,9282.0,2025-05-23
2025-05-23 05:40:00,7762.0,2025-05-23
2025-05-23 05:41:00,5947.0,2025-05-23
2025-05-23 05:42:00,43560.0,2025-05-23
2025-05-23 05:43:00,6688.0,2025-05-23
2025-05-23 05:44:00,6575.0,2025-05-23
2025-05-23 05:45:00,3703.0,2025-05-23
2025-05-23 05:46:00,6025.0,2025-05-23
2025-05-23 05:47:00,3329.0,2025-05-23
2025-05-23 05:48:00,5692.0,2025-05-23
2025-05-23 05:49:00,2706.0,2025-05-23
2025-05-23 05:50:00,4758.0,2025-05-23
2025-05-23 05:51:00,5793.0,2025-05-23
2025-05-23 05:52:00,6589.0,2025-05-23
2025-05-23 05:53:00,5023.0,2025-05-23
2025-05-23 05:54:00,10174.0,2025-05-23
2025-05-23 05:55:00,4411.0,2025-05-23
2025-05-23 05:56:00,3367.0,2025-05-23
2025-05-23 05:57:00,9730.0,2025-05-23
2025-05-23 05:58:00,14789.0,2025-05-23
2025-05-23 05:59:00,4625.0,2025-05-23
2025-05-23 06:00:00,54805.0,2025-05-23
2025-05-23 06:01:00,12959.0,2025-05-23
2025-05-23 06:02:00,6218.0,2025-05-23
2025-05-23 06:03:00,3948.0,2025-05-23
2025-05-23 06:04:00,5062.0,2025-05-23
2025-05-23 06:05:00,5019.0,2025-05-23
2025-05-23 06:06:00,6622.0,2025-05-23
2025-05-23 06:07:00,8690.0,2025-05-23
2025-05-23 06:08:00,10692.0,2025-05-23
2025-05-23 06:09:00,12387.0,2025-05-23
2025-05-23 06:10:00,11874.0,2025-05-23
